fala,comportamento
"Jaguaraci Batista Silva Então tá bom. Não são minhas atividades ou minhas ações que devem estar em evidência. Isso. Acho que tem evidência dentro do nosso time, né, pra que o time tenha segurança, tenha confiança. É isso aí, Jaguar. É isso aí, Jaguar.",desvalorização
"Jaguaraci Batista Silva Acho que o e-mail que eu mandei foi nesse sentido. Não, e tá certo. Colocar ali, o que tá no roadmap, aquelas integrações e preocupação de telemetria com os hábitos técnicos. O Elton, inclusive, já havia conversado, participei dessa conversa também, mas a gente ficou de endereção de detalhes. Então, esse e-mail foi mais um endereçamento e também endereçamento, olha, o banco tem um time de DevOps e SRE, eles fazem essa avaliação de risco, eles ajudam na implementação de telemetria. Vocês podem ter contato com esse time aqui para ver tudo isso. Tá bom. Esses endereçamentos ali, eu acredito que ajuda ela, né, pra que ela entenda, olha, isso aqui não é comigo, mas não é diretamente comigo.",delegação_inadequada
"Jaguaraci Batista Silva Pra que ela também não se sinta sobrecarregada. É isso aí, Jaguar.",desvalorização
"Priscila Lourenço Molina E não, assim, fica ficando claro, eu não preciso alinhar nada com o Vandré e com a Agnes sobre aquele é aquele histórico lá que você colocou, tá? Não precisa, eles realmente não estão esperando aquilo, tá bom?",desvalorização
"Jaguaraci Batista Silva As atividades ali no BOJA, ali do Espioso, da jornada de crédito e de cash, tem a minha responsabilidade ali, foi assinalada o meu nome. Por isso que eu preciso conversar com eles, porque eles estão esperando que eu tenha essa responsabilidade de fazer o plano de risco. Eu até anotei aqui todos eles, porque ontem eu vi na jornada e eu não consigo fazer porque eu não tenho acesso.",delegação_inadequada
"Priscila Lourenço Molina Na verdade, o que eles estão esperando é que, quando a gente coloca ali esperando, é que a gente puxe um plano de risco, mas não necessariamente que a gente seja o responsável por trazer para todo mundo todos esses riscos mapeados, entendeu?",desvalorização
"Jaguaraci Batista Silva O plano de mitigação de riscos, o SWAG, inclusive, está sendo tocado por outra pessoa. A lista das APIs do MVP também está sendo tocada por outra pessoa. A gente até fez a lista toda, analisei a jornada, mas o Gustavo já viu isso. Ele já mapeou no Swag. Agora fica a questão ali do plano de mitificação de riscos, que é uma parte da OPCRE, tanto para o cash quanto para o crédito. Eu enderecei o e-mail ali para a Agnes, mas precisa tirar daquele borde lá, tá? Precisa. A gente tem um CheckPoint toda semana, não tem disso?",delegação_inadequada
"Jaguaraci Batista Silva Eu tô falando com você antes pra gente ver essas ações, se tá correto, se tá alinhado, é isso mesmo. Pelo que eu vi, eles estão ainda naquela visão de desatividade de arquitetura do Elton. Só pra conversar com eles. Aliás, tem aquelas atividades do board ali, a responsabilidade na verdade deveria ser da Agdes, ela que tem que dar a condução disso, não que ela faça, porque o Gustavo está fazendo, mas ela conduz junto ao time do banco.",desvalorização
"Priscila Lourenço Molina Sabe aquela vaga que a gente precisa abrir? A gente precisa abrir três vagas, na verdade, daquela equipe de integração que a gente conversou com o André e com a Agnes, que é o perfil ali, o Cloud-to-Cloud e o Databricks.",vida_privada
"Jaguaraci Batista Silva Eu mandei um e-mail para a Agnes para ela confirmar os componentes da arquitetura, porque são padrões da arquitetura, são homologados ali. Ela não me respondeu ainda. Preciso confirmar com ela aqui. Tá.",vida_privada
"Priscila Lourenço Molina Quando você conseguir entrar na AVD, pergunta pra ela no chat se ela pode te ajudar com isso, mesmo que ela responda no chat mesmo ali as suas dúvidas, mesmo que ela não precise responder por e-mail, responder pelo chat. Fala que é pra abertura das vagas, que a gente vai precisar abrir as vagas aqui da equipe de integração. Fala que é pra abertura das vagas. E aí, o que eu vou precisar de ajuda, Jaguar? Que você descreva pra mim essa parte técnica pra eu poder fazer a abertura da vaga correta.",desvalorização
"Jaguaraci Batista Silva Sim, sim, é bem semelhante ao que você abriu lá para a Teradata, um candidato de engenheiro de dados, só que o trabalho de Workflow é isso, para descrever eu preciso saber se os componentes são habilitados, porque o trabalho de Workflow deveria ser feito com Databricks, mas eu preciso confirmar se esse componente já foi mal agarrado, porque não faz sentido fazer uma descrição de uma vaga de um componente ainda que não pode ser usado pelo banco. Sim, com certeza. Aí eu fiz toda aquela... Eu mandei pra você e pro André, né? Mandou, mandou. Sobre as tecnologias ali, só que eu não tive retorno. É, cobra pelo chat...",delegação_inadequada
"Priscila Lourenço Molina Eles realmente, às vezes, não respondem e-mail. Eles não querem formalizar as coisas. Mas no chat, normalmente, eles são mais abertos, tá, Jaguar? Então, puxa um chat mesmo, pergunta pra ela. E o que ela colocar no chat, a gente assume como verdadeiro. Não precisa dessa formalização. Só mesmo o que ela colocar no chat. É só uma dúvida mesmo. E aí, pronto. Seguimos adiante. Aí você me passa a descrição ali com os complementos. E eu já abro as três vagas. Tá bom. Faço isso agora.",desvalorização
Elton de Oliveira Ramalho Tudo bem.,delegação_inadequada
Jaguaraci Batista Silva Muito legal. Você deve estar em ritmo de férias.,delegação_inadequada
Elton de Oliveira Ramalho Férias nada.,ameaça_estabilidade
Jaguaraci Batista Silva Eu acho que vai ser o projeto que eu iria entrar. Eu tenho uma ideia. Outro projeto é uma visão de construção de microserviços e API.,delegação_inadequada
"Jaguaraci Batista Silva Eu vou compartilhar uma tela aqui com você. Quando a Priscila chegar, é mais do ponto de vista dela, para entender a expectativa dela. Mas aqui com você eu tentei fazer um planejamento do que seria o roadmap de acordo com o roadmap dela. Oi Priscila, tudo bem?",delegação_inadequada
"Jaguaraci Batista Silva Tudo bom? Tudo bem. Gente, eu comecei a mostrar a tela aqui. O que eu fiz? Eu já participei de algumas descobertas, então eu tenho uma ideia de um modelo, mas acredito que algumas coisas aqui a Agnes vai fazer, principalmente o desenho de arquitetura e tudo que for derivado disso. Por assim como ela também me pediu ajuda nessa questão de arquitetura corporativa, eu queria ver se no nosso contrato a gente faz isso também, ou se é um apoio que é tranquilo para dar para ela, porque eu sei que é uma área que eu também domino, então não há problema nenhum de ajudar, da maioria do nosso contrato ali. E demais de entender a sua expectativa, porque pela quantidade de coisas, porque realmente tem muita coisa a ser descoberta, Tem muito gap de documentos e de atualizações. Mas é uma coisa que eu já estou acostumado a fazer. Não há nenhum desequilíbrio emocional ou desespero. É muito tranquilo, dá para ver o controle. Inclusive tem já mapeado o domínio de dados, só para verificar com o pessoal se esse domínio de dados realmente está batendo já trabalho com os bancos ali, já tenho uma ideia do mapa de capacidade, até para a gente pensar ali nas migrações ali para o Waze e para o Databricks, ver com o pessoal realmente essas medidas ali para a gente fazer uma análise de benchmark, mapa de rede também já comecei a fazer, mapa de temperatura, está muito assim alto nível por causa das tecnologias, ainda vou entrar ali nas estrelas.",delegação_inadequada
"Jaguaraci Batista Silva Então você fica tranquilo, tá? Tá bem sob controle, embora tenha só um período curto ali, três dias, bater no palco com ela. E aí é mais o alinhamento das expectativas. Eu vi que você tem um roadmap ali com algumas questões de arquitetura, alguns temas ali de funcionalidades que vão entrar no seu esforço.",delegação_inadequada
Jaguaraci Batista Silva Será mais ou menos isso aqui. O que você espera? Esse roadmap enquanto a gente tá fazendo a descoberta.,vida_privada
"Priscila Lourenço Molina Tá. Primeiro, Jaguar, que bom que você procurou a gente pra falar sobre isso, porque é importante, sim, a gente sempre tá com a expectativa alinhada. O Elton tem anos de Vila e ele se conectou nos assuntos e ele estava como uma referência técnica em pontos e situações que ele nem precisaria estar justamente por conta dessa quantidade de bagagem que ele tem e da confiança que o pessoal acabou acumulando no trabalho dele. Então, Jaguar, a régua tá lá em cima? Tá, mas eu não tô esperando que você fique na régua do Elton no D0, tá? Eu não tô esperando nada disso, ninguém tá esperando isso de você. O que a gente está esperando de você mesmo, e eu vou dar as diretrizes aqui agora, é que você encontre espaço dentro dessa atuação, porque muito do que a gente faz aqui dentro da CIT é encontrar os espaços vazios, preencher com a nossa competência e ser relevante para o banco dentro do espaço que a gente preencheu. Muitas das coisas que acontecem, porque se você for ver a estrutura da vila, o seu papel já existe. Até o meu papel já existe dentro da estrutura da vila. Até o meu já existe. É o VSN, seria a Carol. Não precisaria de mim aqui. Precisaria apenas de um gestor de contrato pra mudar a conta. Pra mudar a conta. Quantidade de horas e conta. Eles poderiam fazer todo o resto. Mas o que acontece com a gente? A gente espelha esses papéis ou a gente complementa esses papéis do banco como uma forma da gente trazer uma visão de fora, trazer a competência da CIT e o modo de fazer para a CIT para os processos e encontrar esses espaços que eles estão pecando em atuação, seja porque não tem competência técnica ou seja porque realmente não tem tempo mediante as situações burocráticas que eles já tem para enfrentar no dia a dia, a gente ocupa esse espaço e a gente seja relevante nesse espaço. Quais espaços? Eu estou vendo muito assim, não se apegue ao que o Elton fazia, a não ser você realmente pincelar tudo isso com ele pra você saber o histórico um pouco das coisas, porque o Elton realmente fazia muitas coisas e muitas inclusive com os pés nas costas porque ele já tinha todo o contexto derivado disso. Não vai ser simples, não vai pra você fazer, não vai ser simples como o Elton fazia alguns assuntos. Alguns assuntos que eram simples pro Elton vão ser extremamente complexos pra você. E tá tudo bem, é isso mesmo. Quais assuntos, quais diretrizes eu vou te dar aqui agora? E Elton, se você estiver em desacordo com o que eu vou falar ou eu estiver com com uma visão que vale a pena complementar, você me fala, tá? As diretrizes pra você se conectar agora é, número um, a questão de crédito. Aponhar os tech leads e o próprio DATI, o próprio Gustavo, dentro do que tá rolando de assunto que vai impactar a nossa squad de JRE. Esse é o primeiro assunto. Então, crédito seria o número um ali pra você entender este backlog, entender o que está por trás disso, que áreas estão envolvidas, de que forma que você pode colaborar nesse contexto e, como eu falo, entender e encontrar o espaço vazio e ocupar. Tem espaço vazio. Qual espaço vazio eu enxergo hoje aqui que tem de crédito? Essa gestão cross do backlog. Só que esse backlog, ele é em grande parte, ele não tem molho na parada, não tem camada de integração, mas esse backlog depende de outras áreas e tem uma série de detalhes nas APIs que a gente vai consumir, em exposição dessas APIs, como que a gente vai acessar, de que de forma que essa jornada tomba para a Salesforce e que alterações eu preciso fazer do que já existe na próxima. Tem uma série de detalhes ali dentro que a conexão com o Gustavo e com o Fábio vai dar um bom termômetro ali para você entender esse assunto. Segundo grande assunto para o Jaguar se conectar. A questão ali da integração. Por quê? Integração, o time também é nosso, nós estamos para rampar mais pessoas, mas nós não temos backlog para essas pessoas. Inclusive o Elton estava desenhando literalmente quais problemas a gente tem na mesa hoje. Eu pedi para ele também te falar, Jaguar, porque obviamente ele adotou uma uma linguagem muito menos técnica comigo pra eu poder entender. E aí ele vai modular e vai também fazer você entender esse assunto porque esse também é um assunto quente, por quê? Porque a gente precisa trazer pessoas pra fazer a migração e a gente não tem ambiente nem arquitetura suportável pra essas pessoas que a gente vai tombar aqui dentro. Então, é um assunto que eu vou cair em muitas agendas pra argumentar nesse sentido e eu preciso ali de uma visão técnica aprofundada sobre esse tema. Então, MULISOFT, camada de integração, o que a gente tem de backlog para esse time. E o terceiro grande assunto, e o último que eu vejo que é uma conexão importante, é a questão que eu acabei de esquecer.",delegação_inadequada
"Jaguaraci Batista Silva Dá uma olhada, Priscila. Eu coloquei tudo que estava no seu roadmap aqui, ó. Inclusive, o Ubisoft está aqui, os desafiados. O Ubisoft já está lá. Pegasystems, coleta de e-mail. Assim, os detalhes a gente vai ver, né, créditos, créditos.",delegação_inadequada
"Priscila Lourenço Molina Vai mais pra cima, deixa eu ver se tem alguma coisa. Porque tudo que você falou está dentro desses temas que eu falei aqui. Inclusive, Pegasystems, quando a gente fala de Pegasystems, a gente está falando desse tema crédito, né, Grandão?",vida_privada
"Jaguaraci Batista Silva Nossa, Rodrigo, mas pessoal, é isso aqui mesmo. Você quer dar uma olhada nele?",vida_privada
"Priscila Lourenço Molina A partir do momento que não tinha integração, desconectou.",desvalorização
"Priscila Lourenço Molina Desconectou, né? Ah, lembrei. Lembrei, Jaguar. Estou falando de dados. Outro ponto. Ser o ponto de apoio do nosso time de dados, que agora vai ficar sem um squad leader ali dentro. O nosso time de dados, você pode ver que ele não tá diretamente envolvido nas questões que envolvem esses dois assuntos que eu falei, né? Mas o que o time de dados tá envolvido? Ele tá envolvido num ramp-down. A gente vai fazer um ramp-down desse time final de dezembro. Esse assunto não está aberto pro time, Jaguar.",delegação_inadequada
"Priscila Lourenço Molina Por quê? Porque quando a gente fala ramp down, eu estou falando apenas que eles não vão atuar aqui, eu não vou desligar ninguém. Eu vou apenas realocar eles dentro da própria C&T. Não existe nenhum risco de eu desligar qualquer pessoa. Não existe. Então a gente não vai perturbar eles com esse tipo de informação, porque pode vir uma demandada de pessoas e não faz sentido nenhum, nem para o contrato, nem para essas pessoas se preocuparem com isso. Tá, Jaguar? Então, informação de gestão. Esse time está estendido até dezembro. Eles vão internalizar esse time dentro do próprio atacado. Mas até que esse time não seja internalizado, a missão desse time é bastante sensível. É um time que tem uma série de rotinas na esteira deles, não só de sustentação, como também de desenvolvimento. E a gente vai precisar fazer essa transição de conhecimento com o banco, sabendo já desse ramp down e eles internalizando esse conhecimento. E a gente vai ser muito pragmático, e até o Elton e o Ramirez ontem estavam estavam me elucidando. Um posicionamento que a gente tem que ter a zap já semana que vem, que é o seguinte, pessoal, estamos perdendo os acessos, essas questões aqui nós não vamos atuar mais. É o que vocês falaram, Priscila, a gente tem que se posicionar nesse sentido. Então eu queria muito que você mergulhasse um pouco também nessa esteira desse assunto de dados, não no Ramp Down, na internalização, isso aqui é assunto que eu vou ter que resolver mesmo, mas eu digo no contexto que eles estão atuando, porque os problemas que pingam ali dentro, Jaguar, a primeira pessoa que o time acionava era o Well. Fora o próprio time, o time queria, o Elton ajudava a investigar ali as questões, o Elton ajudava o time não ficar batendo cabeça, direcionava o time pro rumo da solução, apaziguava os ânimos, né Elton? Nos bastidores, o Elton atuava desse jeito e também comunicando o banco, sendo um elo de ligação ali que verbaliza as coisas num contexto de negócio mais certo. Então, eu diria que esse seria o seu terceiro ponto de atuação aqui dentro, esse espaço, esse buraco aberto. E a sua atuação vai ser relevante e esse espaço coberto tem uma alta importância pra gente como fornecedores dentro da Vila. Consegui explicar os três pontos?",desvalorização
"Jaguaraci Batista Silva Ficou bem claro, tá? Eu acho que o que eu fiz aqui vai além desses pontos, até. Foi muito bom você contextualizar. Acredito que essa parte da sustentação tenha a ver com o painel de controle, que o pessoal teve reunião hoje. Me envolve também.",desvalorização
"Elton de Oliveira Ramalho A gente tem hoje cerca de 300 ou 400 processos, mas existem cinco que a gente precisa dar as maiores atenções. E o painel de controle é o primeiro deles. Então, basicamente é isso. Eu até compartilhei com você, depois eu posso explicar certinho. Mas a partir do momento que você entende como está estruturado, você vai ver que tem um monte de ponto de falha no processo. O processo de como a gente faz para chegar a esse dado bonitinho no painel. Então, o backlog para melhorias já está mapeado, o time tem que atacar. Então, é meio que, se tiver alguma coisa a mais...",delegação_inadequada
Jaguaraci Batista Silva Aquela conversa com a Elane... Ela pediu o documento e ela enviou assim. Eu acompanhei essa reunião.,vida_privada
"Elton de Oliveira Ramalho Eu acrescentaria mais um negócio, que é bem cimentada essa parceria com a Agnes.",delegação_inadequada
Elton de Oliveira Ramalho Porque...,ameaça_estabilidade
"Elton de Oliveira Ramalho Qual que é o gap aí? A gente tem um grande gap entre a arquitetura corporativa, que a Agnes traz pra gente, e o engenheiro implementar. Esse gap... Tipo, eu encontrei espaço ali, tá?",delegação_inadequada
"Elton de Oliveira Ramalho sair de um documento para isso acontecer, tem bastante coisa no meio.",delegação_inadequada
"Jaguaraci Batista Silva Exatamente, todos esses habilitadores aqui.",ataques
"Jaguaraci Batista Silva E além dessa visão de arquitetura comparativa, porque são muitas demandas que ela não tem braço para trocar também. Então é uma troca ali de parceria, para a gente já ter ali uma outra. É isso mesmo. Está correto.",delegação_inadequada
"Priscila Lourenço Molina É bastante buraco, Jaguar? Quando a gente fala, tem arquiteto da frente? Tem, Agnes. Tem um setor que nos apoia em arquitetura? Tem, o DATI. Tem um time que tem um tech lead ali dentro do time pra fazer o refinamento técnico e um squad leader ali pra orquestrar as coisas do backlog? Sim, tem. E no meio disso tudo?",delegação_inadequada
"Jaguaraci Batista Silva Eu vejo ali uma figura de engenheiro de DevOps, né. Algumas empresas trabalham com um engenheiro dedicado ali nas squads ou cross. Dependendo das demandas, agiliza até diminuir e tornar o engenheiro só a causa. Eu vi que na estrutura tinha uma pessoa, uma colaboradora aqui que era a engenheira de DevOps. Ela não está mais, eu não vi mencionar nada sobre o DevOps.",delegação_inadequada
"Elton de Oliveira Ramalho De DevOps é o que acontece no estágio agora. As pessoas entram aqui, fazem, terminam o serviço e vão embora. Então, a gente tinha aqui o Robson, que cuidou bastante das esteiras de Seus Force e de Morisoft. Ele não tá mais aqui. Entrou uma pessoa no lugar, mas ela também não tá mais aqui. E a gente tem a esteira de dados, que é o nosso time que vai cutucando o pessoal pra entender como é a esteira e colocar, de repente, e implementar isso no dia a dia. Mas a gente não tem... A gente tem Álice que nos apoia, mas não tem nenhum representante aqui dentro. Isso que é o problema, e a gente às vezes tem que correr atrás disso Aqui que nos apoia, às vezes a gente não vai dar a solução, já existe a solução Mas dentro do Confluence a gente tem lá uma área, para falar sobre esteira de dados tem que ser com tal pessoa E é justamente isso que tem lá, não é um processo escrito, é falar com tal pessoa Eu vejo mais essa preocupação ali, essa parte de qualidade O",desvalorização
"Jaguaraci Batista Silva plano de SRE é muito alinhado com o modelo de qualidade do grupo da relação, mas tem muito mais a ver com o plano de riscos. Eu vejo um risco muito grande por você não ter uma pessoa dedicada para isso, por causa dos gaps que a gente já identificou, e até no caso dos técnicos. Precisa fazer muita coisa. E aí eu vejo também que a demora na busca pela resolução do problema deve ser grande. Eu não acompanho o ambiente com o Elton, mas quando você não tem o plano de CDB bem fechado, não acompanha as métricas, os dashboards não estão atualizados, a demora para encontrar a solução demora muito. Você tem que envolver muitas pessoas, nem sempre você consegue resolver rápido. Então, eu não sei se tem algumas métricas, principalmente de resolução de problemas para a SLA. Essa era a minha dúvida e minha preocupação agora.",delegação_inadequada
"Priscila Lourenço Molina É assim mesmo, Jaguar. Não temos. E ainda temos alguns complicadores de acesso mesmo. De acesso ao ambiente, à base, a gente ter uma estrutura que agilize o nosso trabalho, de se ter mesmo, de desenvolvimento, de homologação. Então, existem bastante complicômetros nesse processo, além da complexidade em si.",delegação_inadequada
"Elton de Oliveira Ramalho Eu gostei da sua visão, viu? Talvez seja algo pra gente debater com o banco, pra ter alguém do banco.",delegação_inadequada
"Priscila Lourenço Molina como o Robson, né, Elton, antes de ele ser VSM, né?",isolamento
"Elton de Oliveira Ramalho É, tipo, ele servia, fazia mais ou menos o papel de SRN, tá, no exemplo.",delegação_inadequada
"Jaguaraci Batista Silva Aí, assim, junto com o Engenho DevOps ali pra apoiar, eu acho que eu consigo acelerar muita coisa, né, pra resolver esses debates. Principalmente essa parte da telemetria, pra você poder acelerar as entregas, né. Porque telemetria, ela não é só o monitoramento depois que você constrói, mas é toda a parte de debugging que você tá construindo também. Agiliza muito e vê padrão de ferramenta. Comecei a ver alguma coisa com a Agnes, mas ainda não vi a stack completa. Enfim, essa parte aí é mais tranquila porque eu já domino, assim, eu só vi o padrão do banco que a gente faz e faz funcionar. Mas a gente precisa realmente de braço para implementar essas coisas. Isso é o que me preocupa.",desvalorização
"Priscila Lourenço Molina Na Vila Investimento, a gente tinha um time de SRI, não era nem uma pessoa. E eles implementaram uma política de desenvolvimento mesmo, que tudo que... Assim como no Definition of Donor, a gente tem a implementação de tags analíticos pra poder fazer o monitoramento da jornada, assim como a gente tinha tags de acessibilidade pra que a gente tivesse um software acessível, Eu estou falando do app mesmo, porque lá a gente desenvolvia para o app do banco. A gente também tinha uma política de implementação para a inclusão dos comandos que o SRE ia utilizar nos dashs para acompanhar a performance, para acompanhar o consumo, a rastreabilidade do processo. Das rotinas que estavam sendo implementadas. E aí a partir disso também, então assim, tinha um TUDU relativo a isso já em tempo de desenvolvimento, é homologação, isso era homologado tudo dentro do balde, e depois a equipe do SRE monitorava isso, esses hints, e trazia os estudos ali do que estava impactando, do que não estava, ou mesmo em investigações de problemas, os dados acabavam servindo como insumo ali pra investigação. Mas eu acho que a gente Eu acho que esse processo seria bem-vindo aqui e eu acho que a gente pode estruturar isso sim em algum momento aí da nossa jornada aqui, tá, Jaguar? Mas eu acho que vale a pena, Elton, dar uma explorada um pouco mais nessa questão do plano das Quedas de Dados e também dessa questão da parceria com a Agnes, tá? E basicamente é isso que a gente faz aqui, Jaguar. Encontrar esses espaços e atuar. Porque se a gente for fazer só o que tá no nosso Job Description, a gente não sai do lugar. E se a gente também quiser fazer além do que existe o buraco, a gente tromba em alguma tartaruga. Então o melhor mesmo é a gente encontrar os espaços vazios e atuar nesses espaços vazios.",delegação_inadequada
"Priscila Lourenço Molina Que daí a gente não tromba com ninguém, ninguém tá fazendo e a gente encontra relevância nisso, né? Porque também vai ser diferente.",vida_privada
"Jaguaraci Batista Silva Era isso aí. Era mais essa agenda mesmo pra ter esse alinhamento que eu vi que tá bem claro. E também te dá mais tranquilidade, né? Se o Elton tá saindo, o Elton tem cinco anos aí de vila. Te dá uma tranquilidade aí e a gente também vai tocando essas informações à medida que eu precisar de alguma coisa. Também já expus aqui as minhas preocupações também, mas fica tranquilo que estamos pegando o controle da situação, e os espaços eram preenchidos.",desvalorização
"Priscila Lourenço Molina Não, perfeito, Jaguar, perfeito. Obrigada por essa tranquilidade, tenho certeza que a gente vai sair do outro lado, Jaguar. Como você disse, eu já falei logo de manhã pro Elton, gente, eu tô... A gente fica muito pesaroso assim quando uma pessoa sai, sabe? Ainda mais uma pessoa assim como o Elton, sabe? Que tem toda uma história aqui que era meu braço direito aqui mesmo, sabe? Meu braço direito aqui na condução das coisas, minha mão firme, meu ponto de apoio. Então assim, Jaguar, agora você vai ganhar tudo isso, mais as minhas perturbações diárias, tá? Mas a gente sempre sai do outro lado, né, Elton? E a gente vai sair também, Jaguar. A gente sempre sai do outro lado. Enfrentamos várias crises aqui. E deu certo, né? Eu acho que vai sim. Conto com você, Jaguar. Tô segura aqui. Vamos em frente. E qualquer coisa o Elton tá aqui do lado também. Eu acho que vale a pena na segunda-feira a gente bater um papo com o Clarindo. E ver uma esquema, Jaguar, o seguinte. Na semana que vem, o Elton separar uma hora pra uma sessão de dúvidas aqui, você dar uma reunida aí nessas questões, pra não ficar, né, um pingo, ou também a gente não ficar sem descoberto. O Elton separar uma hora da agenda dele semana que vem, uma ou mais, não sei quanto você achar necessário, Jaguar. Pra as questões que acontecerem na semana, provavelmente aconteçam mais coisas ali que você interfacei, que de repente não tava claro pra você, o Elton separar um pedaço da agenda dele pra Dá esses direcionamentos. Eu acho que também seria bom semana que vem. E a gente conversa com o Cláudio em segunda-feira, Elton. Não precisa nem ser hoje. Segunda-feira a gente conversa.",vida_privada
"Jaguaraci Batista Silva É o que a gente tava fazendo, né, Elton? A Elton tinha uma agenda também muito cheia. É difícil encontrar o horário que eu tava com ele, imagino. Mas ele dava um jeito ali de encontrar uma horinha pra gente conversar. A gente dividia ali na manhã, né, à tarde. E foi seguindo assim, foi bom, porque passava muito documento, dava tempo de ler e poder tirar dúvidas com ele. Mas a gente só conseguiu avançar mesmo, porque é muita informação, né. Acho que a partir do momento, Priscila, que você foi feliz ali em compartilhar o roadmap, você colocou tudo ali no PPT. Ali, sim, pra mim foi um dos documentos chaves ali pra poder organizar esse projeto de arquitetura. Foi fundamental esse roadmap pra gente poder contextualizar e agora também essa conversa contextualizar muito mais. Muito obrigado.",delegação_inadequada
"Elton de Oliveira Ramalho Boa tarde, Alton. Boa tarde, gente. Obrigado, hein? Valeu.",isolamento
Nunca sou incluído nas discussões sobre o projeto.,isolamento
Nunca sou incluído nas discussões sobre o projeto.,isolamento
Meu acesso a documentos foi bloqueado sem motivo.,isolamento
Ignoram quando proponho ideias nas reuniões.,isolamento
Ninguém me informou sobre a mudança no processo.,isolamento
Ninguém me informou sobre a mudança no processo.,isolamento
Percebo que ignoram minhas mensagens no grupo de trabalho.,isolamento
"Sou colocado em uma sala isolada, longe da equipe.",isolamento
Percebo que ignoram minhas mensagens no grupo de trabalho.,isolamento
Ignoram quando proponho ideias nas reuniões.,isolamento
Percebo que ignoram minhas mensagens no grupo de trabalho.,isolamento
Ignoram quando proponho ideias nas reuniões.,isolamento
Percebo que ignoram minhas mensagens no grupo de trabalho.,isolamento
Percebo que ignoram minhas mensagens no grupo de trabalho.,isolamento
Retiram meu nome das listas de comunicação interna.,isolamento
Meu acesso a documentos foi bloqueado sem motivo.,isolamento
Ignoram quando proponho ideias nas reuniões.,isolamento
"Sou colocado em uma sala isolada, longe da equipe.",isolamento
Fui excluído de uma reunião importante sem explicação.,isolamento
Ninguém me informou sobre a mudança no processo.,isolamento
Nunca sou incluído nas discussões sobre o projeto.,isolamento
Nunca sou incluído nas discussões sobre o projeto.,isolamento
Percebo que ignoram minhas mensagens no grupo de trabalho.,isolamento
Fui excluído de uma reunião importante sem explicação.,isolamento
Retiram meu nome das listas de comunicação interna.,isolamento
Retiram meu nome das listas de comunicação interna.,isolamento
Percebo que ignoram minhas mensagens no grupo de trabalho.,isolamento
Recebo informações sempre com atraso em relação aos colegas.,isolamento
Percebo que ignoram minhas mensagens no grupo de trabalho.,isolamento
Ninguém me informou sobre a mudança no processo.,isolamento
Nunca sou incluído nas discussões sobre o projeto.,isolamento
Retiram meu nome das listas de comunicação interna.,isolamento
Nunca sou incluído nas discussões sobre o projeto.,isolamento
Percebo que ignoram minhas mensagens no grupo de trabalho.,isolamento
Fui excluído de uma reunião importante sem explicação.,isolamento
Meu acesso a documentos foi bloqueado sem motivo.,isolamento
Retiram meu nome das listas de comunicação interna.,isolamento
"Sou colocado em uma sala isolada, longe da equipe.",isolamento
Fui excluído de uma reunião importante sem explicação.,isolamento
Meu acesso a documentos foi bloqueado sem motivo.,isolamento
Ninguém me informou sobre a mudança no processo.,isolamento
Não sou convidado para almoçar com a equipe.,isolamento
Meu acesso a documentos foi bloqueado sem motivo.,isolamento
Percebo que ignoram minhas mensagens no grupo de trabalho.,isolamento
Ignoram quando proponho ideias nas reuniões.,isolamento
Ignoram quando proponho ideias nas reuniões.,isolamento
Retiram meu nome das listas de comunicação interna.,isolamento
Fui excluído de uma reunião importante sem explicação.,isolamento
Percebo que ignoram minhas mensagens no grupo de trabalho.,isolamento
Retiram meu nome das listas de comunicação interna.,isolamento
Me acusam de falhas que não cometi.,ataques
Recebo críticas constantes sem fundamento.,ataques
Dizem que meu trabalho é inútil.,ataques
Dizem que meu trabalho é inútil.,ataques
Sou ridicularizado em apresentações públicas.,ataques
Me acusam de falhas que não cometi.,ataques
Me acusam de falhas que não cometi.,ataques
Já fui ameaçado de ser exposto por não atingir metas.,ataques
Dizem que meu trabalho é inútil.,ataques
Dizem que meu trabalho é inútil.,ataques
Recebo críticas constantes sem fundamento.,ataques
Sou chamado de incompetente diante da equipe.,ataques
Dizem que meu trabalho é inútil.,ataques
Sou chamado de incompetente diante da equipe.,ataques
Já fui ameaçado de ser exposto por não atingir metas.,ataques
Sou alvo de piadas sobre meu jeito de falar.,ataques
Me comparam de forma negativa com outros colegas.,ataques
Já fui ameaçado de ser exposto por não atingir metas.,ataques
Já fui ameaçado de ser exposto por não atingir metas.,ataques
Meu chefe grita comigo na frente de todos.,ataques
Meu chefe grita comigo na frente de todos.,ataques
Meu chefe grita comigo na frente de todos.,ataques
Recebo críticas constantes sem fundamento.,ataques
Dizem que meu trabalho é inútil.,ataques
Meu chefe grita comigo na frente de todos.,ataques
Me comparam de forma negativa com outros colegas.,ataques
Já fui humilhado por causa de um erro pequeno.,ataques
Me comparam de forma negativa com outros colegas.,ataques
Me comparam de forma negativa com outros colegas.,ataques
Me acusam de falhas que não cometi.,ataques
Já fui ameaçado de ser exposto por não atingir metas.,ataques
Meu chefe grita comigo na frente de todos.,ataques
Dizem que meu trabalho é inútil.,ataques
Me comparam de forma negativa com outros colegas.,ataques
Recebo críticas constantes sem fundamento.,ataques
Sou ridicularizado em apresentações públicas.,ataques
Sou chamado de incompetente diante da equipe.,ataques
